id,carat,cut,color,clarity,depth,table,x,y,z,price
82568,0.57,Ideal,D,VVS2,62.1,57.0,5.3,5.33,3.3,2507
136923,1.5,Premium,J,SI2,61.0,60.0,7.41,7.38,4.5,6050
790,2.01,Premium,I,SI2,62.9,58.0,7.98,8.08,5.05,13127
65387,0.34,Ideal,E,SI1,62.6,56.0,4.44,4.46,2.78,596
152641,0.52,Premium,F,SI1,62.5,58.0,5.16,5.12,3.22,1286
147173,0.72,Very Good,F,SI1,63.1,56.0,5.68,5.72,3.6,2452
4472,0.3,Ideal,I,VVS1,62.5,56.0,4.27,4.31,2.68,630
146591,1.11,Ideal,E,VS1,61.0,57.0,6.71,6.68,4.09,10282
133345,2.01,Premium,I,SI2,58.3,61.0,8.21,8.15,4.8,10333
190808,1.0,Very Good,D,SI2,60.9,59.0,6.36,6.43,3.9,4662
13755,0.31,Ideal,D,SI2,61.0,56.0,4.38,4.41,2.68,536
84170,1.01,Very Good,E,SI2,62.8,58.0,6.29,6.34,3.96,3897
136000,0.31,Ideal,I,VS1,62.1,55.0,4.37,4.41,2.73,491
114847,0.4,Very Good,G,VS2,62.5,59.0,4.67,4.7,2.93,772
90455,0.3,Ideal,D,SI1,62.7,55.0,4.32,4.29,2.7,709
39201,0.9,Very Good,E,SI1,62.5,60.0,6.12,6.17,3.84,4441
154234,1.16,Ideal,I,VS2,62.1,56.0,6.77,6.73,4.19,6409
108955,1.01,Good,E,SI1,63.2,61.0,6.24,6.29,3.98,4468
130452,0.54,Ideal,G,VS2,61.5,55.0,5.29,5.27,3.25,1698
101677,2.1,Very Good,G,SI2,63.3,57.4,8.14,8.1,5.13,15466
75188,0.32,Ideal,D,SI1,61.9,55.0,4.43,4.4,2.74,657
13914,0.54,Ideal,H,SI1,61.8,55.0,5.23,5.21,3.23,1675
115566,0.33,Ideal,I,VS1,63.0,56.0,4.39,4.42,2.78,523
96409,1.0,Good,J,VS1,57.6,61.0,6.55,6.61,3.8,3924
172348,0.32,Ideal,E,VVS1,61.5,56.0,4.41,4.38,2.7,1102
13781,0.33,Ideal,I,VS2,61.9,57.0,4.44,4.46,2.75,454
172231,1.04,Very Good,D,SI2,60.6,59.0,6.58,6.63,4.0,5006
123826,1.02,Very Good,G,SI1,59.7,61.0,6.51,6.54,3.89,5243
77381,0.41,Very Good,F,VS2,62.8,58.0,4.7,4.75,2.97,863
42213,0.26,Very Good,H,VVS1,62.0,58.0,4.09,4.12,2.55,597
92627,1.23,Premium,H,SI2,61.0,58.0,6.94,6.91,4.22,5820
41468,0.51,Ideal,F,VS2,61.7,56.0,5.16,5.19,3.2,1847
63262,0.34,Premium,D,SI1,62.7,58.0,4.45,4.41,2.78,803
43925,0.73,Fair,F,VS2,65.4,57.0,5.68,5.56,3.69,2803
92308,1.22,Good,J,VS2,63.3,57.0,6.77,6.73,4.27,5410
133251,0.55,Premium,E,VS1,61.6,59.0,5.26,5.24,3.24,1881
138392,0.78,Ideal,E,VS2,62.3,56.0,5.85,5.91,3.67,3998
192038,0.41,Premium,G,SI1,61.9,58.0,4.73,4.79,2.94,752
99475,1.09,Very Good,G,SI2,63.3,57.0,6.5,6.47,4.11,3951
61421,0.72,Good,H,SI1,63.6,56.0,5.64,5.71,3.61,2359
41697,0.31,Very Good,D,VS2,61.7,57.0,4.32,4.35,2.67,942
28617,0.42,Premium,E,SI1,61.7,57.0,4.81,4.75,2.95,992
28882,0.51,Ideal,F,VS2,61.6,57.0,5.14,5.18,3.18,1571
109457,0.46,Ideal,D,VS1,61.9,55.0,4.96,4.92,3.05,1235
102432,0.3,Good,H,VS2,63.2,57.0,4.26,4.29,2.7,491
46730,1.01,Very Good,H,SI1,63.7,60.0,6.31,6.24,3.99,4432
152512,1.19,Ideal,I,SI1,62.1,56.0,6.83,6.78,4.23,6098
14788,1.04,Ideal,G,VS2,62.3,57.0,6.43,6.48,4.02,6518
51441,0.43,Very Good,F,VS2,59.4,60.0,4.88,4.91,2.91,774
109160,0.54,Ideal,D,SI1,62.4,55.0,5.24,5.21,3.26,1787
78213,1.08,Premium,H,SI1,60.4,59.0,6.65,6.7,4.03,4588
174600,0.33,Very Good,G,VS1,61.6,58.0,4.48,4.51,2.77,666
171439,1.26,Ideal,G,VS2,61.9,56.0,7.01,6.97,4.32,8794
61997,0.34,Very Good,H,VVS1,63.2,57.0,4.43,4.46,2.81,775
161542,0.54,Ideal,H,SI1,62.1,57.0,5.2,5.23,3.24,1090
2848,0.38,Ideal,E,IF,62.0,54.0,4.66,4.69,2.9,1300
172999,0.4,Ideal,E,VS2,62.4,54.0,4.71,4.74,2.95,942
148964,0.7,Premium,E,SI2,60.8,58.0,5.7,5.74,3.49,2002
106810,0.37,Ideal,E,VS2,60.5,57.0,4.68,4.66,2.83,811
173296,0.32,Ideal,J,VVS2,62.0,54.0,4.42,4.4,2.73,468
36485,0.55,Ideal,G,SI1,60.8,56.0,5.28,5.32,3.23,1384
150149,0.31,Very Good,D,VVS2,63.1,54.0,4.33,4.37,2.75,853
140344,1.02,Premium,G,VS2,62.2,58.0,6.47,6.43,4.0,6224
19932,1.0,Good,F,VS1,58.5,59.0,6.56,6.52,3.82,6628
130033,0.44,Ideal,G,SI1,61.5,57.0,4.89,4.86,3.0,1040
125058,1.21,Ideal,D,VS2,62.3,55.0,6.8,6.82,4.24,9502
18428,0.31,Ideal,H,IF,62.3,54.0,4.37,4.4,2.73,789
159401,0.32,Ideal,H,VS2,62.1,55.0,4.41,4.45,2.76,648
119313,0.42,Ideal,F,VS1,61.9,57.0,4.77,4.81,2.96,1140
57841,0.9,Good,F,SI1,64.1,57.0,6.06,6.03,3.87,4229
175979,1.01,Good,D,VS1,63.2,61.0,6.29,6.38,4.0,6066
66278,0.9,Very Good,G,VS2,62.7,59.0,6.05,6.08,3.8,4059
46584,0.57,Ideal,E,SI1,61.6,56.0,5.33,5.37,3.29,1709
89273,0.6,Premium,J,VS1,61.1,58.0,5.44,5.49,3.35,1181
115415,0.46,Ideal,F,SI1,62.2,56.0,4.93,4.96,3.08,930
170595,0.3,Ideal,H,VVS2,61.7,55.0,4.35,4.37,2.69,605
49029,0.38,Premium,D,VS2,61.0,59.0,4.71,4.74,2.87,775
39330,0.25,Premium,F,IF,60.7,58.0,4.1,4.07,2.49,740
5693,0.33,Premium,D,VS2,60.2,59.0,4.44,4.47,2.68,608
55938,1.57,Very Good,H,SI2,62.2,57.6,7.36,7.46,4.61,8758
109398,0.4,Premium,I,VS1,62.1,59.0,4.71,4.74,2.94,737
174755,0.35,Very Good,E,SI1,60.8,61.0,4.54,4.57,2.77,614
71577,0.7,Ideal,H,VS1,61.3,57.0,5.73,5.78,3.52,2375
92811,0.32,Ideal,G,VVS1,61.5,56.0,4.45,4.43,2.73,814
4933,1.31,Ideal,G,VS2,62.8,55.0,6.97,6.94,4.37,9224
129537,1.07,Ideal,H,SI1,62.1,57.0,6.54,6.55,4.06,5154
34295,0.7,Good,H,VS1,62.9,57.0,5.58,5.66,3.53,2125
41587,0.61,Very Good,G,VVS2,60.1,57.0,5.48,5.51,3.32,2564
32050,0.5,Ideal,D,SI1,61.6,54.0,5.11,5.09,3.14,1654
176383,0.52,Ideal,H,SI2,61.6,54.0,5.18,5.2,3.19,983
29493,1.01,Premium,D,IF,61.2,58.0,6.44,6.5,3.96,11489
89604,0.3,Premium,E,SI1,61.6,58.0,4.31,4.32,2.66,644
83123,2.03,Premium,F,SI1,58.9,59.0,8.29,8.23,4.88,13930
50559,1.08,Ideal,F,SI2,61.9,57.0,6.54,6.59,4.06,4989
162385,0.71,Ideal,D,SI2,59.9,54.0,5.75,5.81,3.45,2763
60505,0.41,Ideal,G,VS1,60.9,55.0,4.86,4.83,2.95,961
185918,0.3,Premium,F,VS2,62.5,58.0,4.26,4.29,2.67,605
27254,0.32,Ideal,F,VVS2,61.8,56.0,4.45,4.48,2.75,857
193327,1.21,Premium,G,VS1,60.1,59.0,6.98,6.81,4.15,7858
93506,0.74,Ideal,E,VS2,61.5,56.0,5.84,5.81,3.57,3418
121844,1.22,Premium,H,SI1,61.8,59.0,6.87,6.83,4.23,5864
84005,1.0,Good,G,SI1,63.8,58.0,6.35,6.31,4.04,4466
125630,0.23,Very Good,E,VS2,61.1,58.0,3.92,3.95,2.41,326
71211,0.52,Ideal,D,SI1,61.9,56.0,5.13,5.17,3.19,1631
144944,0.52,Good,G,SI1,63.1,57.0,5.07,5.1,3.21,1245
188804,0.31,Ideal,G,VS2,62.9,57.0,4.31,4.33,2.72,698
154127,1.01,Very Good,F,SI1,62.1,57.0,6.39,6.42,3.98,5114
71202,0.31,Ideal,G,VS2,62.5,57.0,4.35,4.37,2.72,544
174157,0.51,Ideal,G,VVS1,61.5,57.0,5.14,5.17,3.17,1939
71545,0.7,Very Good,E,SI1,62.9,57.0,5.63,5.68,3.55,2239
62356,0.92,Very Good,H,SI2,61.9,63.0,6.2,6.17,3.84,3864
124495,0.7,Very Good,H,SI2,61.5,61.0,5.63,5.67,3.47,1917
95346,0.32,Very Good,H,SI1,63.1,57.0,4.32,4.35,2.73,540
104560,1.2,Ideal,H,VS2,62.6,57.0,6.73,6.79,4.24,7487
157008,0.41,Ideal,E,VS1,61.2,55.0,4.84,4.8,2.95,1153
90818,0.9,Premium,F,SI2,62.8,58.0,6.13,6.06,3.84,3377
96746,0.32,Ideal,E,VS2,61.8,57.0,4.42,4.36,2.71,1080
160271,0.41,Ideal,G,VVS1,62.4,55.0,4.75,4.78,2.97,1209
73134,0.72,Ideal,G,SI1,61.7,55.0,5.75,5.79,3.56,2534
126455,0.76,Ideal,I,VVS2,62.1,58.0,5.87,5.91,3.65,2973
109860,0.4,Ideal,E,VS2,61.9,54.0,4.77,4.74,2.95,1044
183860,0.35,Ideal,F,VVS2,60.8,57.0,4.55,4.58,2.78,829
153067,0.3,Ideal,E,VVS1,61.7,57.0,4.27,4.31,2.65,895
71942,0.71,Ideal,F,SI1,62.3,55.0,5.68,5.7,3.54,2633
34829,0.63,Ideal,D,VS2,60.9,57.0,5.55,5.58,3.38,2042
181585,1.2,Ideal,H,SI2,62.3,56.0,6.77,6.81,4.23,5100
39907,0.9,Very Good,G,VS2,62.3,58.0,6.08,6.12,3.8,4502
182541,1.01,Very Good,F,VVS2,61.9,59.0,6.34,6.42,3.95,8005
176423,1.5,Fair,I,SI1,65.0,58.0,7.12,7.03,4.65,6785
128313,0.93,Ideal,I,VS1,62.3,57.0,6.33,6.38,3.96,4123
72168,2.02,Very Good,G,SI1,60.5,61.0,8.03,8.08,4.88,17689
94284,0.41,Very Good,E,VS2,62.9,58.0,4.73,4.76,2.98,702
877,1.0,Ideal,G,SI1,61.9,57.0,6.43,6.46,3.99,5248
90137,0.9,Premium,D,SI1,59.8,59.0,6.26,6.19,3.72,4165
37009,0.51,Ideal,D,SI1,62.5,56.0,5.14,5.09,3.19,1443
108634,1.1,Premium,F,SI1,60.9,58.0,6.65,6.68,4.07,4786
169178,0.74,Ideal,G,VS2,61.2,56.0,5.77,5.83,3.54,2886
119315,0.36,Ideal,E,VVS1,61.9,57.0,4.56,4.6,2.83,1094
134592,0.32,Premium,H,VS2,62.3,58.0,4.35,4.32,2.7,648
174411,1.2,Ideal,G,SI1,61.1,57.0,6.81,6.84,4.18,6335
105287,1.01,Ideal,E,SI1,62.2,54.0,6.47,6.44,4.03,5255
52190,0.31,Ideal,G,VS1,62.5,56.0,4.37,4.33,2.72,802
166874,1.37,Premium,J,SI2,61.4,56.0,7.2,7.13,4.38,5104
4417,1.21,Ideal,E,SI1,62.6,56.0,6.77,6.82,4.25,10222
180941,0.31,Ideal,H,SI2,62.6,57.0,4.31,4.28,2.69,523
79116,1.01,Premium,H,VS2,62.8,58.0,6.39,6.43,4.02,5301
2633,0.27,Ideal,H,VS1,62.6,54.0,4.15,4.17,2.6,436
62658,0.41,Very Good,G,VS2,62.9,56.0,4.7,4.75,2.97,863
40469,0.7,Ideal,H,VVS2,61.4,56.0,5.73,5.76,3.53,2945
5655,0.3,Good,E,SI1,63.5,56.0,4.25,4.28,2.71,684
147817,0.53,Ideal,G,VS1,60.6,56.0,5.21,5.28,3.18,1957
98364,2.25,Premium,G,SI2,62.2,55.0,8.4,8.36,5.21,16603
109917,1.56,Premium,G,VS1,60.5,58.0,7.54,7.48,4.54,13378
25414,0.51,Very Good,G,VVS2,59.6,58.0,5.2,5.27,3.12,1838
56158,0.38,Ideal,D,VS1,62.2,54.0,4.63,4.66,2.89,1204
84076,0.8,Very Good,I,VS1,63.1,57.0,5.89,5.85,3.7,2901
29411,0.9,Very Good,F,VS2,60.1,60.0,6.19,6.17,3.72,4324
181440,0.77,Ideal,D,SI1,61.5,55.0,5.9,5.93,3.64,3220
157184,1.22,Ideal,F,SI1,63.2,56.0,6.77,6.82,4.29,7372
12148,0.31,Ideal,G,VVS2,61.5,55.0,4.39,4.41,2.7,706
170803,0.71,Ideal,F,SI1,61.8,56.0,5.73,5.76,3.55,2502
177333,1.22,Ideal,I,VS1,60.3,56.0,6.92,6.94,4.18,6586
60890,1.2,Ideal,G,VS2,61.3,59.0,6.78,6.83,4.17,7503
130774,1.6,Premium,G,VS2,62.9,58.0,7.53,7.46,4.72,14103
15028,1.15,Premium,D,SI2,60.2,58.0,6.78,6.82,4.1,4912
149424,0.35,Premium,G,SI1,62.5,58.0,4.51,4.53,2.83,522
54492,0.5,Ideal,G,SI2,61.3,55.0,5.1,5.14,3.14,1001
93926,1.53,Very Good,E,VS2,62.5,59.0,7.33,7.39,4.6,14383
136373,1.58,Premium,G,SI1,62.7,58.0,7.38,7.46,4.66,11234
60905,0.3,Ideal,G,VVS2,62.3,55.0,4.28,4.31,2.67,684
12004,1.21,Very Good,I,SI2,59.2,61.0,7.01,6.96,4.15,4884
191452,1.11,Ideal,J,SI1,61.4,54.0,6.65,6.68,4.09,4516
86567,0.51,Ideal,D,VVS2,61.8,56.0,5.14,5.18,3.19,2145
142172,1.01,Premium,D,SI2,60.8,61.0,6.42,6.48,3.92,4612
106294,1.62,Ideal,H,VS2,61.4,55.0,7.57,7.59,4.67,13587
158555,0.41,Premium,E,VVS2,60.1,60.0,4.84,4.88,2.92,1155
111198,0.57,Ideal,E,VS2,61.1,56.0,5.36,5.39,3.29,1792
150015,0.31,Ideal,F,SI1,62.4,57.0,4.34,4.34,2.71,516
50851,1.2,Ideal,G,SI1,62.1,56.0,6.84,6.78,4.23,7389
26673,0.4,Ideal,F,SI1,62.2,55.0,4.69,4.73,2.93,947
53795,1.5,Premium,H,VS1,61.2,59.0,7.38,7.34,4.5,10147
35782,2.01,Premium,D,SI2,62.0,59.0,8.02,7.96,4.97,15690
70758,1.23,Ideal,G,VS2,61.3,57.0,6.89,6.93,4.25,9864
163237,1.59,Premium,I,SI1,60.2,58.0,7.56,7.51,4.56,9660
81049,0.39,Premium,E,VS1,61.9,58.0,4.64,4.68,2.88,999
7235,0.3,Ideal,F,VS1,62.0,54.0,4.3,4.34,2.68,621
33850,0.7,Premium,G,VS1,62.6,58.0,5.68,5.7,3.56,2534
12154,0.73,Ideal,E,SI2,61.6,55.0,5.8,5.82,3.57,2863
70983,0.91,Very Good,I,SI1,62.7,57.0,6.16,6.19,3.88,3584
169082,0.36,Ideal,D,SI1,62.6,57.0,4.56,4.51,2.84,851
75941,1.5,Premium,F,SI1,62.5,59.0,7.28,7.23,4.53,10709
16724,0.33,Ideal,G,VS2,61.4,57.0,4.45,4.43,2.73,546
57491,0.3,Ideal,D,VS1,61.9,55.0,4.32,4.34,2.68,737
18763,2.14,Ideal,F,SI2,60.0,55.0,8.49,8.43,5.09,17460
144902,0.31,Ideal,D,VVS2,62.5,56.0,4.32,4.35,2.71,754
165680,0.55,Ideal,F,SI1,62.0,53.0,5.27,5.31,3.28,1223
68645,0.42,Very Good,D,VS2,62.7,56.0,4.75,4.79,2.99,958
33887,0.5,Ideal,E,SI2,60.2,56.0,5.16,5.25,3.14,1100
172294,1.05,Ideal,F,VS1,62.3,57.0,6.49,6.54,4.06,8058
4231,0.32,Premium,G,VS1,60.3,58.0,4.4,4.42,2.66,645
64609,0.31,Ideal,G,VVS2,62.7,57.0,4.31,4.33,2.71,607
104446,1.03,Ideal,G,SI1,62.8,57.0,6.41,6.47,4.03,5182
35835,1.2,Premium,H,SI2,61.7,60.0,6.88,6.75,4.21,4712
114570,0.3,Very Good,D,VS2,63.0,59.0,4.26,4.29,2.69,911
29313,2.01,Good,I,VS2,63.7,58.0,7.94,8.01,5.07,14844
3324,0.51,Very Good,G,VS2,62.8,55.0,5.09,5.11,3.21,1415
16781,0.57,Ideal,E,VS2,62.3,56.0,5.31,5.35,3.32,1822
165354,1.53,Ideal,E,VS2,61.4,57.0,7.5,7.4,4.57,14127
35665,0.52,Ideal,H,VS1,61.7,54.0,5.16,5.18,3.2,1631
180986,1.51,Ideal,E,VS2,61.9,58.0,7.36,7.4,4.57,16242
95211,0.54,Ideal,D,VS1,62.2,56.0,5.21,5.16,3.23,1911
192915,1.01,Very Good,E,SI2,61.8,60.0,6.39,6.43,3.96,4921
120611,1.16,Ideal,J,VS1,61.7,57.0,6.75,6.78,4.18,4892
105181,0.3,Premium,I,SI1,61.8,61.0,4.3,4.25,2.64,574
66475,1.61,Very Good,J,SI2,61.2,57.0,7.49,7.6,4.62,7072
47870,0.34,Very Good,D,VS2,60.6,56.0,4.53,4.56,2.75,738
19383,0.75,Ideal,E,SI2,60.9,56.0,5.87,5.91,3.58,2557
652,0.57,Very Good,J,SI2,60.3,59.0,5.33,5.42,3.24,1121
21256,0.3,Very Good,G,VS1,62.9,57.0,4.23,4.28,2.68,624
171505,0.35,Ideal,F,VS2,62.7,57.0,4.55,4.53,2.85,906
12804,0.24,Very Good,E,VVS1,63.6,55.0,3.96,4.0,2.53,485
95125,0.41,Very Good,I,IF,63.1,57.0,4.74,4.77,3.0,1079
77785,0.53,Very Good,F,VS2,62.6,57.0,5.17,5.2,3.24,1569
332,1.01,Very Good,F,VS2,63.3,58.0,6.3,6.33,4.0,6190
94194,0.43,Ideal,F,VS2,62.1,57.0,4.82,4.85,3.0,990
173737,0.38,Ideal,E,VVS2,61.5,54.0,4.65,4.69,2.87,683
25219,1.5,Very Good,G,VS2,62.8,57.0,7.21,7.28,4.56,10922
99790,1.02,Premium,H,VS1,61.7,59.0,6.5,6.37,3.96,5547
89671,0.4,Ideal,J,VS2,61.3,56.0,4.73,4.77,2.91,641
21031,0.55,Ideal,F,VVS2,61.6,56.0,5.27,5.3,3.25,2170
55013,0.83,Very Good,H,VS2,59.4,61.0,6.13,6.19,3.65,3609
60998,0.3,Ideal,D,SI1,62.6,57.0,4.25,4.29,2.67,533
73623,0.32,Ideal,G,VS1,61.9,56.0,4.41,4.39,2.72,645
137405,1.5,Premium,H,VS2,60.9,59.0,7.38,7.31,4.48,10288
75146,0.31,Ideal,G,IF,62.4,54.0,4.37,4.39,2.73,891
136665,1.2,Premium,G,VS2,62.0,59.0,6.84,6.81,4.23,8321
13445,0.78,Very Good,D,SI2,62.5,56.0,5.85,5.89,3.66,2915
88549,0.34,Ideal,G,IF,61.9,55.0,4.49,4.52,2.79,873
56425,0.34,Ideal,G,IF,61.7,56.0,4.53,4.55,2.8,924
24448,1.2,Premium,D,SI1,62.4,58.0,6.82,6.76,4.25,7950
139276,0.34,Ideal,D,SI1,62.1,57.0,4.45,4.48,2.77,681
8572,0.32,Ideal,F,SI2,62.3,57.0,4.37,4.37,2.72,540
30542,2.11,Ideal,J,VS2,61.1,57.0,8.2,8.25,5.05,16643
103990,0.41,Ideal,I,VVS2,62.6,55.0,4.78,4.74,2.98,847
28284,1.26,Ideal,H,VS1,61.5,57.0,6.97,6.93,4.27,7553
90232,0.52,Ideal,G,VVS1,61.2,56.0,5.2,5.27,3.21,2218
82600,0.59,Ideal,H,VS1,62.1,55.0,5.37,5.39,3.34,1818
109763,0.54,Premium,E,SI2,61.3,58.0,5.25,5.22,3.21,1389
9073,1.02,Good,F,SI2,64.4,61.0,6.3,6.35,4.05,4318
24551,0.3,Premium,G,VVS2,60.4,58.0,4.4,4.38,2.65,878
158452,2.07,Very Good,I,VS2,60.7,62.0,8.21,8.16,4.96,17273
157760,0.55,Ideal,F,SI1,61.0,55.0,5.33,5.37,3.24,1367
101839,0.36,Ideal,H,IF,61.2,56.0,4.6,4.62,2.82,1069
183028,0.32,Premium,I,SI1,61.6,59.0,4.42,4.39,2.71,523
87893,0.31,Ideal,H,IF,61.6,55.0,4.34,4.41,2.7,754
132479,0.57,Ideal,D,VS2,61.6,56.0,5.31,5.38,3.29,1998
70627,1.7,Premium,G,VS2,61.4,60.0,7.67,7.61,4.67,16273
188400,0.9,Ideal,G,SI1,61.8,57.0,6.2,6.14,3.81,3669
14585,0.3,Ideal,G,SI2,60.7,57.0,4.33,4.37,2.64,422
113710,0.81,Premium,G,SI1,62.1,58.0,5.94,5.88,3.67,2498
65971,1.54,Premium,G,VS2,62.5,59.0,7.33,7.27,4.56,12738
35956,1.05,Good,H,SI2,63.7,57.0,6.45,6.41,4.09,4107
66877,0.9,Premium,E,SI1,61.8,58.0,6.18,6.13,3.81,3828
45008,0.32,Ideal,H,VVS1,61.2,56.0,4.45,4.49,2.72,730
144420,0.55,Fair,F,VS1,61.0,56.0,5.29,5.32,3.23,2088
181642,1.03,Very Good,D,SI2,63.4,56.0,6.42,6.37,4.06,4916
97221,0.3,Premium,F,VS2,61.8,60.0,4.27,4.3,2.65,640
63234,1.14,Premium,G,VVS2,62.5,58.0,6.69,6.64,4.19,10078
131934,0.71,Good,I,SI1,64.1,55.0,5.69,5.74,3.69,1884
78551,1.01,Ideal,G,VS2,62.4,57.0,6.38,6.41,3.99,6213
134954,0.3,Ideal,E,VVS1,61.7,57.0,4.3,4.32,2.66,813
189216,0.3,Ideal,F,IF,61.0,58.0,4.31,4.34,2.64,886
131607,1.01,Ideal,H,SI2,62.4,57.0,6.39,6.38,3.98,3924
160685,0.43,Ideal,D,VS1,62.5,55.0,4.86,4.83,3.03,1140
1626,0.35,Ideal,G,VS1,62.2,57.0,4.53,4.55,2.82,705
71488,0.43,Ideal,D,VVS2,62.0,56.0,4.82,4.84,2.99,1359
123870,1.7,Premium,I,SI1,62.5,58.0,7.6,7.53,4.73,10342
174931,0.23,Ideal,D,VS2,61.9,55.0,3.94,3.97,2.45,790
31980,0.32,Ideal,H,SI1,62.4,54.0,4.38,4.4,2.74,432
43006,2.04,Ideal,J,SI2,62.4,57.0,8.09,8.14,5.07,9880
160791,1.5,Very Good,I,SI1,60.2,58.0,7.35,7.42,4.44,8660
22911,1.0,Ideal,F,SI2,62.2,56.0,6.39,6.26,3.94,3295
5462,0.3,Premium,E,VS2,62.5,59.0,4.26,4.23,2.65,844
80691,0.33,Ideal,E,VS2,61.3,57.0,4.48,4.46,2.74,928
131643,0.52,Very Good,E,VS2,62.9,59.0,5.14,5.12,3.23,1691
65751,1.1,Good,F,SI2,59.2,64.0,6.8,6.74,3.99,4232
28864,1.2,Ideal,H,SI1,62.0,55.0,6.74,6.81,4.2,6619
117030,0.4,Ideal,D,VS1,61.8,55.0,4.78,4.75,2.94,1235
11745,0.3,Good,E,SI2,63.4,56.0,4.24,4.28,2.7,574
97169,0.23,Ideal,H,VVS2,61.5,56.0,3.98,4.01,2.45,480
75739,2.29,Ideal,H,SI2,61.4,55.0,8.51,8.43,5.21,12626
119066,0.53,Premium,E,VS2,61.3,58.0,5.23,5.17,3.19,1651
42055,0.51,Good,D,SI1,63.2,56.0,5.09,5.14,3.23,1436
86298,0.36,Premium,E,SI2,61.2,59.0,4.58,4.61,2.82,630
179299,0.4,Ideal,E,VS1,62.2,56.0,4.72,4.75,2.95,979
108471,1.0,Good,H,SI2,64.1,60.0,6.3,6.26,4.04,3991
79719,0.53,Premium,H,SI1,60.9,60.0,5.19,5.16,3.16,1280
47770,1.21,Ideal,I,VVS2,61.2,57.0,6.87,6.84,4.19,7619
157747,0.55,Very Good,D,SI1,59.3,56.0,5.33,5.37,3.17,1548
185039,0.33,Ideal,G,VS1,60.9,56.0,4.42,4.46,2.7,854
157954,0.71,Good,E,SI2,63.6,60.0,5.6,5.65,3.58,2399
138334,1.09,Ideal,D,SI2,61.2,56.0,6.68,6.64,4.08,5654
170006,0.7,Ideal,I,VS2,61.8,57.0,5.67,5.7,3.52,2184
121033,0.28,Very Good,E,VVS2,60.6,58.0,4.22,4.29,2.59,547
133498,1.02,Ideal,G,SI1,62.1,57.0,6.42,6.46,4.0,4959
96029,0.53,Ideal,E,VS2,61.5,56.0,5.24,5.22,3.22,1813
157677,1.01,Premium,F,SI1,63.0,57.0,6.39,6.35,4.01,4373
175473,0.3,Ideal,E,VS2,62.6,57.0,4.31,4.28,2.69,844
102912,0.3,Very Good,H,VS1,61.8,58.0,4.27,4.33,2.66,526
22382,0.7,Premium,F,SI1,62.0,62.0,5.72,5.63,3.52,2229
167727,0.45,Ideal,G,VVS2,60.8,57.0,4.97,4.93,3.01,1243
51803,1.0,Very Good,F,SI1,63.4,58.0,6.29,6.31,4.0,4630
118708,0.85,Ideal,F,IF,61.9,55.0,6.08,6.1,3.77,4383
170144,1.2,Ideal,H,VS1,62.0,56.0,6.79,6.83,4.23,7929
26328,0.9,Premium,E,VS2,62.5,60.0,6.13,6.09,3.82,4525
113147,0.3,Ideal,G,VS1,61.9,57.0,4.29,4.33,2.66,605
58064,1.2,Ideal,F,VS2,62.3,55.0,6.79,6.79,4.23,8645
23525,0.27,Very Good,F,VVS2,61.8,55.0,4.14,4.16,2.57,682
39747,0.41,Ideal,F,VS2,63.0,56.0,4.72,4.73,2.98,975
12985,0.39,Ideal,E,VVS1,60.9,57.0,4.69,4.74,2.87,1300
119286,0.56,Ideal,F,VVS2,61.3,57.0,5.34,5.29,3.26,2227
23743,0.78,Very Good,F,SI1,62.7,58.0,5.81,5.89,3.67,2437
26065,0.52,Ideal,D,VS2,60.9,57.0,5.22,5.17,3.17,1768
192219,0.32,Very Good,G,SI1,63.4,55.0,4.38,4.42,2.78,507
103521,0.32,Very Good,H,VS1,63.1,55.0,4.37,4.38,2.76,672
140829,1.03,Very Good,F,SI1,63.4,58.0,6.43,6.35,4.05,4862
71507,2.05,Premium,H,SI1,62.0,58.0,8.14,8.1,5.05,12499
89064,1.13,Ideal,H,SI2,62.0,55.0,6.7,6.68,4.14,5131
112519,1.09,Ideal,H,SI1,61.2,57.0,6.6,6.63,4.05,5014
129187,0.5,Premium,G,SI1,60.3,58.0,5.17,5.09,3.1,1196
100188,1.01,Premium,G,VS2,62.5,59.0,6.39,6.34,3.98,6499
170586,0.32,Ideal,H,SI1,62.8,56.0,4.33,4.35,2.73,449
72057,0.53,Ideal,E,VS2,61.7,56.0,5.22,5.2,3.21,1691
130836,0.38,Premium,D,VS2,59.1,62.0,4.73,4.76,2.81,1163
144432,0.7,Ideal,H,VVS1,62.7,57.0,5.64,5.67,3.54,3378
52318,1.52,Premium,J,VS1,60.6,57.0,7.39,7.44,4.49,8991
106261,1.2,Very Good,H,SI2,62.3,58.2,6.76,6.84,4.23,5280
29343,0.33,Premium,G,VVS1,61.3,60.0,4.41,4.43,2.71,1114
184373,2.03,Ideal,G,SI2,62.5,55.0,8.07,8.1,5.04,14344
32123,1.02,Ideal,H,SI2,62.3,56.0,6.41,6.46,4.02,4502
20460,0.42,Ideal,G,VS1,62.2,57.0,4.78,4.82,2.98,975
192510,1.09,Very Good,H,SI1,62.9,57.0,6.54,6.49,4.1,4559
67164,1.62,Very Good,F,SI1,63.2,60.0,7.52,7.48,4.74,12105
53613,0.62,Good,D,SI2,58.2,64.0,5.68,5.57,3.28,1690
162781,0.42,Ideal,E,VS1,60.9,55.0,4.86,4.88,2.96,1031
